gene_id	transcript_id	strand	size	H1_rep1	H1_rep2	H1_rep3	H1_rep4	HFF_rep1	HFF_rep2	K562_rep1	K562_rep2
ENSG00000005156.11	ENST00000262327.9	+	3055	135.201210251058	117.051143866385	94.0470282660729	121.809446306096	31.343155049058	29.9894677229812	95.4382655190779	101.297175791063
ENSG00000005175.9	ENST00000380650.4	-	2149	30.9253690375311	29.6461412412679	28.5783063027323	60.9194679924348	63.5893902096443	48.7738562493403	55.2404765718065	46.8157257772288
ENSG00000005187.11	ENST00000440284.6	+	1517	3.2489393320641	5.06146466098936	2.33868582107487	3.85616352171221	3.54411197847548	3.28059657555777	209.196622977706	223.034313142674
ENSG00000005189.19	ENST00000348433.10	+	2604	7.77478737835804	9.99955061288903	8.95651504851275	8.09724495583521	7.43199463384696	12.7598093155426	63.1034134370798	67.6663775165727
ENSG00000005194.14	ENST00000569370.5	-	1559	19.1309636948519	21.130072725767	22.3514647977032	31.4134922912837	12.0128753204215	13.9403599842004	23.9162361950147	25.3490387696898
ENSG00000005206.16	ENST00000610743.4	+	2583	139.334163308358	84.2559079550185	69.6682197225462	41.2219146601548	14.5065768972703	24.6320301676716	148.189992704699	151.482629258348
ENSG00000005238.19	ENST00000322813.9	-	3028	16.558257084229	14.4382465518066	15.89292686458	10.7396753827682	34.8845386888279	40.2460455224262	64.25255135733	66.076799702237
ENSG00000005243.9	ENST00000621465.4	-	895	1.22024116774035	1.19853603115709	2.201116066894	0.90952377690616	44.5919678030818	41.6180368400556	1.27192251994813	1.52162188547004
ENSG00000005249.12	ENST00000265717.4	+	3745	49.8712187471839	41.0410463021952	39.4390763696435	83.1438211690889	13.8026655112451	16.1999397652433	413.417321344575	413.92104002349
ENSG00000005302.18	ENST00000649685.1	+	1788	5.5269747009416	5.19071854670238	4.7570172893071	8.4526731894726	16.6974328778059	15.3181525336168	19.0945794145678	16.6447706636806
ENSG00000005339.14	ENST00000382070.7	-	7598	369.853964591171	270.375628205143	235.237039135918	323.403218533647	199.253304003112	181.366809973387	172.049559084468	181.572332717818
ENSG00000005379.16	ENST00000268893.10	-	7483	46.2671627904523	43.6907509593121	41.1043944465698	24.8908409731128	15.5924557020688	17.8358871291819	75.8053228596806	77.4712362096452
ENSG00000005381.7	ENST00000225275.3	-	3215	4.23495464098123	3.71311162593764	2.49797711538957	2.0503087189301	1.8989237390446	2.00432558241416	2.49504603232398	1.84662850178403
ENSG00000005421.8	ENST00000222381.7	-	2568	1.28446438709511	1.53342109868627	1.25260881438376	1.01428974096958	1.22229574007468	1.8389904764842	1.54582662696666	0.632285599010853
ENSG00000005436.13	ENST00000409857.7	-	2516	16.6942591958038	22.2199179893927	17.0441684916726	29.6200541953535	28.0909753120735	23.196225300385	37.6665371996519	34.7018428055256
ENSG00000005448.16	ENST00000409791.5	+	854	11.7944053426792	11.8267305427413	8.37727397827749	18.9331498167061	4.40899534812654	7.75914751513443	7.84876941146207	5.73488947514049
ENSG00000005469.11	ENST00000419147.6	+	2959	7.22322325919367	8.21937209602335	8.95651504851275	9.08592523892263	42.7967209348471	36.5361577946292	11.233216710829	10.8744259213058
ENSG00000005471.17	ENST00000453593.5	-	3699	2.48959420910493	3.1138436103591	5.03939731104679	3.11581737566402	5.56581095926865	4.02315424429587	2.57847659365721	2.00913180994103
ENSG00000005483.20	ENST00000257745.8	+	6714	169.77219144608	130.907747932483	128.685644266142	200.256648108431	214.444693915469	182.002044854065	485.246312167883	465.749254205962
ENSG00000005486.16	ENST00000428119.1	+	1274	31.2578186436027	37.7450722165133	31.5613978144439	25.6350673400522	19.911415872913	19.8576164069571	39.0360577347446	39.9758138066207
ENSG00000005513.9	ENST00000293894.3	+	3049	14.2688882060536	8.75107558043373	12.5622907107273	7.21333063681122	4.41718036424311	5.51117019766557	3.32462916105253	3.38745532367263
ENSG00000005700.14	ENST00000510291.5	-	4109	42.1644324246133	49.4396112852298	41.2492047141287	91.0571436546794	173.699683687176	145.660228324301	129.893513188168	122.670792722113
ENSG00000005801.17	ENST00000526601.5	-	2008	90.1845113198072	83.4539463459355	65.0342911606641	121.503684899867	29.3296410843814	26.2476732203557	33.9767025625747	32.5169119622147
ENSG00000005810.17	ENST00000357337.10	-	14736	190.950742487418	200.78709869024	179.95571949534	327.314481192015	524.37032916945	434.93575076798	197.640703152286	185.408888093124
ENSG00000005812.10	ENST00000355619.9	-	3503	20.4418729369754	22.769247003673	20.4906528595724	39.9453219869375	153.744614394974	127.131093996571	47.3507789604451	38.9609067820402
ENSG00000005844.17	ENST00000433423.2	+	1416	1.40157731650672	1.90943240257869	2.92516740468808	1.46905162942266	1.32324427217907	2.24797731746885	3.10424654621003	2.66800885937757
ENSG00000005882.11	ENST00000614357.4	+	2493	22.4743489377318	19.0355722595537	18.2822962793005	18.4807160607878	21.7366744669085	19.5182443474167	3.92595886726563	3.74053069321374
ENSG00000005884.17	ENST00000007722.11	+	3665	30.9027020189353	29.1350008750392	25.0594168010531	32.7839863100689	167.293544406606	150.260605131405	5.22464213330177	2.91028651881164
ENSG00000005889.15	ENST00000304543.9	+	2996	18.4433974641127	21.3151407894015	22.2935406906797	42.0957404048615	76.311633593502	70.957766602891	35.7492084505222	39.1898887162615
ENSG00000005893.15	ENST00000200639.8	-	1867	19.1120745126887	22.4226115828972	22.8148576538914	46.5028952931295	259.724203072343	224.873147760116	111.573421248618	112.337059626129
ENSG00000005961.18	ENST00000262407.5	-	3333	25.5381742845969	16.8823200271073	23.2565289699458	12.099304783058	4.74458100890597	6.64531101202728	22.5042132984881	27.8279528704847
ENSG00000005981.12	ENST00000428113.5	+	1547	0.963348290321332	2.44994865192404	2.38212890134252	1.51871845683051	1.97258888409374	2.36110133731567	2.49662019385857	1.15377348791466
ENSG00000006007.11	ENST00000353258.7	-	2958	68.9984046056031	67.1738319227184	61.5154016589849	113.742467073213	143.802548152045	159.385942732382	65.5260480388127	71.0479236290396
ENSG00000006015.17	ENST00000450195.6	+	702	29.599348449677	23.4125788439264	20.1431082174313	15.6186651314107	7.24373926316582	8.40018362759974	34.4379318922093	34.6324095738585
ENSG00000006016.10	ENST00000392386.7	-	1792	6.4865451548303	7.0766502427878	4.17777621907183	5.39350703882066	6.91361027979743	5.57788436321626	3.52139935287618	3.75234911562516
ENSG00000006025.11	ENST00000007414.7	-	3640	19.2858549885898	11.8061674245596	16.3056361271226	10.5495445590976	11.270767192519	13.635795315382	63.5347336975573	61.9004646826022
ENSG00000006042.11	ENST00000394642.7	+	1683	37.7065854341067	37.2192439087262	40.6554826171375	63.1327459887968	66.811558220868	68.1644734974426	25.4620628219813	33.3190873833897
ENSG00000006047.12	ENST00000007699.9	-	1590	31.964274056505	28.8294916906266	20.4906528595724	17.3011289098515	2.11446249678098	2.69467216506911	0.936626113080612	1.12422743188612
ENSG00000006059.3	ENST00000007735.3	-	1287	0.0717788922200208	1.14859702985887	1.07883649331318	0.547111145664541	1.31233091735697	1.21535805937993	0.347889699144227	0.357507277945389
ENSG00000006062.15	ENST00000344686.7	-	4430	42.1833216067764	37.4983147983339	30.7866628830042	26.3156580843753	31.8178859838191	32.7073448151984	25.8256941364715	25.8158664549408
ENSG00000006071.13	ENST00000612903.1	-	183	2.00225330929532	1.30722679868849	0.673367744148493	0.961518736848747	0	0.124726483420852	0.314832306917853	0.280687532271173
ENSG00000006116.3	ENST00000005284.3	+	3088	1.83980634269211	3.63967191814615	4.6339285618821	2.00762628912648	1.85254198105069	1.20955682759292	1.99288850279001	2.29277394781506
ENSG00000006118.14	ENST00000453848.6	+	3346	202.529811153438	120.890571789724	126.658300520318	71.5404086159311	20.3179383400361	24.5363098431858	6.05107693896113	6.35092474333565
ENSG00000006125.17	ENST00000621914.4	+	5702	208.778352613012	165.2775311789	205.239592211109	398.487820911635	297.721776224173	276.190844148063	704.577387105274	736.555108038388
ENSG00000006128.11	ENST00000350485.8	+	975	0.861346706640249	1.4805445090764	0.434430802676447	2.40728904092398	0.93582017599468	0.580123178701639	0.368353799093888	0.310233588299718
ENSG00000006194.9	ENST00000574253.1	+	1139	24.5143806113534	17.6813440478787	13.2428989682537	11.9774658470731	13.4779932052878	12.1448787461188	22.5293998830415	19.5063061900451
ENSG00000006210.6	ENST00000564948.1	+	563	2.02492032789111	2.23256711686124	4.41671316054388	1.33246785405109	1.17045730466973	0.565620099234098	0.703650205961401	0.617512570996581
ENSG00000006282.20	ENST00000356488.8	+	2634	30.5551410671331	25.5188296633863	24.4656947040619	18.5016692536005	45.6669332530582	56.8201647379321	16.5538826977407	14.9222355972164
ENSG00000006283.17	ENST00000442258.6	+	7226	52.2852562276362	43.1737354164601	49.3296176439106	21.6299033361165	11.3717157246234	14.6104022556008	11.0899680111814	11.155113453577
ENSG00000006327.13	ENST00000341627.5	+	881	67.2265993186984	59.8886129098028	57.3086633864013	53.2071409490103	74.8574290634578	80.0540980449327	59.1774545698142	59.773148648547
ENSG00000006377.10	ENST00000518156.2	+	2304	3.59272244743367	5.02915118956111	7.83423547493193	2.12403291586362	1.45966120745526	1.71716460895685	1.41044873499198	1.73435348887556
ENSG00000006432.15	ENST00000555993.6	-	4449	74.9484969869996	78.7420546940336	59.66907074761	60.2249084529032	4.22346831615092	4.37702938330387	5.82439767798028	2.76994275267605
ENSG00000006451.7	ENST00000005257.6	+	2880	104.646069183925	72.8903787772078	70.9787526439535	136.741312339758	99.7453347352463	87.572494440906	76.7340781650883	86.1917546464701
ENSG00000006453.13	ENST00000005260.8	-	3622	125.446836582001	123.801721806579	102.026074008564	97.2709293899077	31.3786234522298	29.000357703295	117.967665402119	117.433754291053
ENSG00000006459.10	ENST00000397560.6	-	9272	62.6591950716455	75.3961416070534	79.7832169115295	75.6860366161296	42.1964864196318	39.2018238007633	280.556513663706	260.884288218041
ENSG00000006468.13	ENST00000403685.5	-	1603	59.4518119403404	39.5751897346771	32.6257532810012	77.2458854144073	11.1152518863042	8.62643166729338	26.7213920496528	21.6616909773274
ENSG00000006530.16	ENST00000648068.1	+	2256	30.8082561081194	33.1301209788961	27.2170897876794	35.1827388650321	11.1016101927765	10.9962348522896	67.1678985193893	75.3409655699871
ENSG00000006534.15	ENST00000342456.10	+	2786	6.41854409904291	7.16477789213759	7.16810824416138	1.93157395965822	43.8907847557621	52.1095645268748	5.43557977893673	4.65350382449576
ENSG00000006555.10	ENST00000371274.8	-	2149	5.60253142959425	5.59316814539974	5.61863838128205	2.76582145127436	3.489545204365	2.45102043001443	3.97948035944166	3.06688061576292
ENSG00000006576.16	ENST00000422959.6	+	3525	33.5698545403739	37.0988027879482	37.1800361957259	56.8778299121214	218.66816223162	185.372560522322	133.353520241195	135.115591521336
ENSG00000006606.8	ENST00000005180.8	-	526	4.06872983794539	2.30894441296439	2.07802733946901	4.71524442703228	1.98623057762136	2.2305736221078	2.40374466331781	1.6058281451514
ENSG00000006607.13	ENST00000627550.2	+	2122	23.4565864102163	25.3455119529984	20.7802733946901	20.7359004427752	34.2133673672691	29.9430578686851	18.7183548078009	20.8403106197339
ENSG00000006611.15	ENST00000527020.5	-	2159	8.16768236735184	7.80810973239102	6.22684150502907	4.75249454758816	2.78290547963432	3.31830458217338	1.2908124583632	1.99583608472818
ENSG00000006625.17	ENST00000409144.5	-	836	44.9864762397899	31.8640204165709	34.3779575184628	55.3451426600824	10.2667385488862	10.9556262297805	39.6893347715991	41.8224423084048
ENSG00000006634.7	ENST00000265728.5	+	3907	33.158070369217	31.000369452943	43.1172571656374	43.5950577572359	12.2529691265076	11.3327062959365	77.0898386719055	76.8463371246415
ENSG00000006638.11	ENST00000411851.3	-	1494	2.98826861821244	3.51335562074479	4.10537108529243	1.90441241341955	4.49357384799778	4.98615872094059	29.5753469118631	33.2481768489212
ENSG00000006652.13	ENST00000005558.8	+	1834	40.5059622306875	48.2704511371893	38.7367465719832	47.2991166200115	58.2172912984679	45.6759984750736	180.39891186393	161.993638690503
ENSG00000006695.10	ENST00000429152.6	+	875	13.3093177521649	12.3026198492301	7.45048826590107	17.1342794115282	9.8847711301129	7.05139723711843	8.57603204044231	8.82540693572625
ENSG00000006704.10	ENST00000424337.6	+	3077	91.3065287402991	67.6232829344023	51.6393414114737	53.4283135398109	31.7305791452423	30.2012126832073	81.1417304619382	81.3210873101645
ENSG00000006712.14	ENST00000595564.5	-	1810	23.6114777039542	25.0047517088459	16.5518135819726	27.4409221428343	32.660942643826	32.0547062391591	27.0519659719165	29.3407109391461
ENSG00000006715.15	ENST00000395969.6	-	3181	53.4941638860786	51.2286025670305	45.9917409766799	74.1106669342871	131.997026573244	118.171091501524	81.3904479844033	76.2332564620492
ENSG00000006740.16	ENST00000262444.13	+	3001	50.6758979073347	50.6440224930102	45.0142716706579	39.3788097368168	4.05431131640844	6.60180177362466	1.41044873499198	1.67082946841419
ENSG00000006744.18	ENST00000395962.6	-	2924	122.764572714831	77.608145605733	78.6319752844369	111.401917831618	43.9617215621058	43.7789956807192	61.1042282881515	59.0093831002091
ENSG00000006747.14	ENST00000519209.5	+	2660	1.04268285540662	1.18091050128713	1.60015345652491	2.60595635055536	32.7073244018199	31.2541362525508	48.0575774894756	47.7922229289722
ENSG00000006756.15	ENST00000381154.5	-	5159	5.83675728841748	6.91508288564652	4.35154854014241	7.85356708386547	19.2320595352376	20.0142496652066	3.27268183041108	3.56620896264532
