,chr,start,end,saf,gene_name,SAF_stratified_label
543,chr1,74800000,75000000,0.0475,,Medium_SAF
544,chr1,74800000,75000000,0.0475,,Medium_SAF
545,chr1,74800000,75000000,0.0475,,Medium_SAF
549,chr1,75200000,75400000,0.0475,,Medium_SAF
550,chr1,75200000,75400000,0.0475,,Medium_SAF
551,chr1,75200000,75400000,0.0475,,Medium_SAF
555,chr1,75400000,75600000,0.0435,,Medium_SAF
556,chr1,75400000,75600000,0.0435,,Medium_SAF
557,chr1,75400000,75600000,0.0435,,Medium_SAF
561,chr1,76200000,76400000,0.055,,Medium_SAF
562,chr1,76200000,76400000,0.055,,Medium_SAF
563,chr1,76200000,76400000,0.055,,Medium_SAF
567,chr1,76400000,76600000,0.053,,Medium_SAF
568,chr1,76400000,76600000,0.053,,Medium_SAF
569,chr1,76400000,76600000,0.053,,Medium_SAF
573,chr1,77000000,77200000,0.0645,,Medium_SAF
574,chr1,77000000,77200000,0.0645,,Medium_SAF
575,chr1,77000000,77200000,0.0645,,Medium_SAF
579,chr1,78400000,78600000,0.156,,Medium_SAF
580,chr1,78400000,78600000,0.156,,Medium_SAF
581,chr1,78400000,78600000,0.156,,Medium_SAF
585,chr1,78800000,79000000,0.107,,Medium_SAF
586,chr1,78800000,79000000,0.107,,Medium_SAF
587,chr1,78800000,79000000,0.107,,Medium_SAF
591,chr1,79200000,79400000,0.071,,Medium_SAF
592,chr1,79200000,79400000,0.071,,Medium_SAF
593,chr1,79200000,79400000,0.071,,Medium_SAF
597,chr1,79400000,79600000,0.0575,,Medium_SAF
598,chr1,79400000,79600000,0.0575,,Medium_SAF
599,chr1,79400000,79600000,0.0575,,Medium_SAF
603,chr1,79600000,79800000,0.069,,Medium_SAF
604,chr1,79600000,79800000,0.069,,Medium_SAF
605,chr1,79600000,79800000,0.069,,Medium_SAF
609,chr1,79800000,80000000,0.066,,Medium_SAF
610,chr1,79800000,80000000,0.066,,Medium_SAF
611,chr1,79800000,80000000,0.066,,Medium_SAF
615,chr1,80000000,80200000,0.0565,,Medium_SAF
616,chr1,80000000,80200000,0.0565,,Medium_SAF
617,chr1,80000000,80200000,0.0565,,Medium_SAF
621,chr1,80200000,80400000,0.0475,,Medium_SAF
622,chr1,80200000,80400000,0.0475,,Medium_SAF
623,chr1,80200000,80400000,0.0475,,Medium_SAF
627,chr1,80600000,80800000,0.046,,Medium_SAF
628,chr1,80600000,80800000,0.046,,Medium_SAF
629,chr1,80600000,80800000,0.046,,Medium_SAF
633,chr1,80800000,81000000,0.0505,,Medium_SAF
634,chr1,80800000,81000000,0.0505,,Medium_SAF
635,chr1,80800000,81000000,0.0505,,Medium_SAF
639,chr1,81000000,81200000,0.066,,Medium_SAF
640,chr1,81000000,81200000,0.066,,Medium_SAF
641,chr1,81000000,81200000,0.066,,Medium_SAF
645,chr1,81800000,82000000,0.0555,,Medium_SAF
646,chr1,81800000,82000000,0.0555,,Medium_SAF
647,chr1,81800000,82000000,0.0555,,Medium_SAF
648,chr1,81800000,82000000,0.0555,,Medium_SAF
649,chr1,81800000,82000000,0.0555,,Medium_SAF
650,chr1,81800000,82000000,0.0555,,Medium_SAF
657,chr1,82000000,82200000,0.047,,Medium_SAF
658,chr1,82000000,82200000,0.047,,Medium_SAF
659,chr1,82000000,82200000,0.047,,Medium_SAF
663,chr1,82200000,82400000,0.045,,Medium_SAF
664,chr1,82200000,82400000,0.045,,Medium_SAF
665,chr1,82200000,82400000,0.045,,Medium_SAF
669,chr1,82400000,82600000,0.0425,,Low_SAF
670,chr1,82400000,82600000,0.0425,,Low_SAF
671,chr1,82400000,82600000,0.0425,,Low_SAF
675,chr1,82600000,82800000,0.0465,,Medium_SAF
676,chr1,82600000,82800000,0.0465,,Medium_SAF
677,chr1,82600000,82800000,0.0465,,Medium_SAF
681,chr1,82800000,83000000,0.048,,Medium_SAF
682,chr1,82800000,83000000,0.048,,Medium_SAF
683,chr1,82800000,83000000,0.048,,Medium_SAF
687,chr1,83600000,83800000,0.047,,Medium_SAF
688,chr1,83600000,83800000,0.047,,Medium_SAF
689,chr1,83600000,83800000,0.047,,Medium_SAF
693,chr1,85800000,86000000,0.1085,,Medium_SAF
694,chr1,85800000,86000000,0.1085,,Medium_SAF
695,chr1,85800000,86000000,0.1085,,Medium_SAF
699,chr1,87400000,87600000,0.061,,Medium_SAF
700,chr1,87400000,87600000,0.061,,Medium_SAF
701,chr1,87400000,87600000,0.061,,Medium_SAF
705,chr1,87600000,87800000,0.061,,Medium_SAF
706,chr1,87600000,87800000,0.061,,Medium_SAF
707,chr1,87600000,87800000,0.061,,Medium_SAF
711,chr1,87800000,88000000,0.075,,Medium_SAF
712,chr1,87800000,88000000,0.075,,Medium_SAF
713,chr1,87800000,88000000,0.075,,Medium_SAF
717,chr1,88000000,88200000,0.0415,,Low_SAF
718,chr1,88000000,88200000,0.0415,,Low_SAF
719,chr1,88000000,88200000,0.0415,,Low_SAF
723,chr1,88200000,88400000,0.0415,,Low_SAF
724,chr1,88200000,88400000,0.0415,,Low_SAF
725,chr1,88200000,88400000,0.0415,,Low_SAF
729,chr1,88400000,88600000,0.038,,Low_SAF
730,chr1,88400000,88600000,0.038,,Low_SAF
731,chr1,88400000,88600000,0.038,,Low_SAF
735,chr1,90000000,90200000,0.0355,,Low_SAF
736,chr1,90000000,90200000,0.0355,,Low_SAF
737,chr1,90000000,90200000,0.0355,,Low_SAF
741,chr1,90200000,90400000,0.034,,Low_SAF
742,chr1,90200000,90400000,0.034,,Low_SAF
743,chr1,90200000,90400000,0.034,,Low_SAF
747,chr1,90400000,90600000,0.0355,,Low_SAF
748,chr1,90400000,90600000,0.0355,,Low_SAF
749,chr1,90400000,90600000,0.0355,,Low_SAF
753,chr1,91000000,91200000,0.041,,Low_SAF
754,chr1,91000000,91200000,0.041,,Low_SAF
755,chr1,91000000,91200000,0.041,,Low_SAF
759,chr1,91200000,91400000,0.0355,,Low_SAF
760,chr1,91200000,91400000,0.0355,,Low_SAF
761,chr1,91200000,91400000,0.0355,,Low_SAF
765,chr1,91600000,91800000,0.1035,,Medium_SAF
766,chr1,91600000,91800000,0.1035,,Medium_SAF
767,chr1,91600000,91800000,0.1035,,Medium_SAF
771,chr1,93600000,93800000,0.2505,,High_SAF
772,chr1,93600000,93800000,0.2505,,High_SAF
773,chr1,93600000,93800000,0.2505,,High_SAF
777,chr1,95600000,95800000,0.0435,,Medium_SAF
778,chr1,95600000,95800000,0.0435,,Medium_SAF
779,chr1,95600000,95800000,0.0435,,Medium_SAF
783,chr1,95800000,96000000,0.049,,Medium_SAF
784,chr1,95800000,96000000,0.049,,Medium_SAF
785,chr1,95800000,96000000,0.049,,Medium_SAF
789,chr1,96000000,96200000,0.0415,,Low_SAF
790,chr1,96000000,96200000,0.0415,,Low_SAF
791,chr1,96000000,96200000,0.0415,,Low_SAF
795,chr1,96200000,96400000,0.0495,,Medium_SAF
796,chr1,96200000,96400000,0.0495,,Medium_SAF
797,chr1,96200000,96400000,0.0495,,Medium_SAF
801,chr1,96800000,97000000,0.061,,Medium_SAF
802,chr1,96800000,97000000,0.061,,Medium_SAF
803,chr1,96800000,97000000,0.061,,Medium_SAF
807,chr1,97000000,97200000,0.0905,,Medium_SAF
808,chr1,97000000,97200000,0.0905,,Medium_SAF
809,chr1,97000000,97200000,0.0905,,Medium_SAF
813,chr1,97200000,97400000,0.1035,,Medium_SAF
814,chr1,97200000,97400000,0.1035,,Medium_SAF
815,chr1,97200000,97400000,0.1035,,Medium_SAF
819,chr1,97600000,97800000,0.0935,,Medium_SAF
820,chr1,97600000,97800000,0.0935,,Medium_SAF
821,chr1,97600000,97800000,0.0935,,Medium_SAF
825,chr1,98400000,98600000,0.0575,,Medium_SAF
826,chr1,98400000,98600000,0.0575,,Medium_SAF
827,chr1,98400000,98600000,0.0575,,Medium_SAF
831,chr1,98800000,99000000,0.0445,,Medium_SAF
832,chr1,98800000,99000000,0.0445,,Medium_SAF
833,chr1,98800000,99000000,0.0445,,Medium_SAF
837,chr1,101400000,101600000,0.0495,,Medium_SAF
838,chr1,101400000,101600000,0.0495,,Medium_SAF
839,chr1,101400000,101600000,0.0495,,Medium_SAF
843,chr1,102000000,102200000,0.048,,Medium_SAF
844,chr1,102000000,102200000,0.048,,Medium_SAF
845,chr1,102000000,102200000,0.048,,Medium_SAF
849,chr1,102200000,102400000,0.0495,,Medium_SAF
850,chr1,102200000,102400000,0.0495,,Medium_SAF
851,chr1,102200000,102400000,0.0495,,Medium_SAF
855,chr1,102400000,102600000,0.059,,Medium_SAF
856,chr1,102400000,102600000,0.059,,Medium_SAF
857,chr1,102400000,102600000,0.059,,Medium_SAF
861,chr1,102600000,102800000,0.0905,,Medium_SAF
862,chr1,102600000,102800000,0.0905,,Medium_SAF
863,chr1,102600000,102800000,0.0905,,Medium_SAF
867,chr1,102800000,103000000,0.097,,Medium_SAF
868,chr1,102800000,103000000,0.097,,Medium_SAF
869,chr1,102800000,103000000,0.097,,Medium_SAF
873,chr1,103200000,103400000,0.1445,,Medium_SAF
874,chr1,103200000,103400000,0.1445,,Medium_SAF
875,chr1,103200000,103400000,0.1445,,Medium_SAF
879,chr1,103800000,104000000,0.064,,Medium_SAF
880,chr1,103800000,104000000,0.064,,Medium_SAF
881,chr1,103800000,104000000,0.064,,Medium_SAF
885,chr1,104200000,104400000,0.0635,,Medium_SAF
886,chr1,104200000,104400000,0.0635,,Medium_SAF
887,chr1,104200000,104400000,0.0635,,Medium_SAF
891,chr1,104400000,104600000,0.0515,,Medium_SAF
892,chr1,104400000,104600000,0.0515,,Medium_SAF
893,chr1,104400000,104600000,0.0515,,Medium_SAF
897,chr1,104600000,104800000,0.066,,Medium_SAF
898,chr1,104600000,104800000,0.066,,Medium_SAF
899,chr1,104600000,104800000,0.066,,Medium_SAF
903,chr1,104800000,105000000,0.07,,Medium_SAF
904,chr1,104800000,105000000,0.07,,Medium_SAF
905,chr1,104800000,105000000,0.07,,Medium_SAF
909,chr1,105000000,105200000,0.067,,Medium_SAF
910,chr1,105000000,105200000,0.067,,Medium_SAF
911,chr1,105000000,105200000,0.067,,Medium_SAF
915,chr1,105200000,105400000,0.0735,,Medium_SAF
916,chr1,105200000,105400000,0.0735,,Medium_SAF
917,chr1,105200000,105400000,0.0735,,Medium_SAF
921,chr1,105400000,105600000,0.0765,,Medium_SAF
922,chr1,105400000,105600000,0.0765,,Medium_SAF
923,chr1,105400000,105600000,0.0765,,Medium_SAF
927,chr1,105800000,106000000,0.0675,,Medium_SAF
928,chr1,105800000,106000000,0.0675,,Medium_SAF
929,chr1,105800000,106000000,0.0675,,Medium_SAF
933,chr1,106200000,106400000,0.073,,Medium_SAF
934,chr1,106200000,106400000,0.073,,Medium_SAF
935,chr1,106200000,106400000,0.073,,Medium_SAF
939,chr1,106400000,106600000,0.075,,Medium_SAF
940,chr1,106400000,106600000,0.075,,Medium_SAF
941,chr1,106400000,106600000,0.075,,Medium_SAF
945,chr1,106600000,106800000,0.0675,,Medium_SAF
946,chr1,106600000,106800000,0.0675,,Medium_SAF
947,chr1,106600000,106800000,0.0675,,Medium_SAF
951,chr1,106800000,107000000,0.078,,Medium_SAF
952,chr1,106800000,107000000,0.078,,Medium_SAF
953,chr1,106800000,107000000,0.078,,Medium_SAF
957,chr1,107200000,107400000,0.065,,Medium_SAF
958,chr1,107200000,107400000,0.065,,Medium_SAF
959,chr1,107200000,107400000,0.065,,Medium_SAF
963,chr1,107400000,107600000,0.059,,Medium_SAF
964,chr1,107400000,107600000,0.059,,Medium_SAF
965,chr1,107400000,107600000,0.059,,Medium_SAF
969,chr1,112000000,112200000,0.0535,,Medium_SAF
970,chr1,112000000,112200000,0.0535,,Medium_SAF
971,chr1,112000000,112200000,0.0535,,Medium_SAF
975,chr1,113400000,113600000,0.1525,,Medium_SAF
976,chr1,113400000,113600000,0.1525,,Medium_SAF
977,chr1,113400000,113600000,0.1525,,Medium_SAF
981,chr1,114200000,114400000,0.126,,Medium_SAF
982,chr1,114200000,114400000,0.126,,Medium_SAF
983,chr1,114200000,114400000,0.126,,Medium_SAF
987,chr1,115400000,115600000,0.155,,Medium_SAF
988,chr1,115400000,115600000,0.155,,Medium_SAF
989,chr1,115400000,115600000,0.155,,Medium_SAF
993,chr1,117400000,117600000,0.077,,Medium_SAF
994,chr1,117400000,117600000,0.077,,Medium_SAF
995,chr1,117400000,117600000,0.077,,Medium_SAF
999,chr1,118200000,118400000,0.0535,,Medium_SAF
1000,chr1,118200000,118400000,0.0535,,Medium_SAF
1001,chr1,118200000,118400000,0.0535,,Medium_SAF
1005,chr1,118400000,118600000,0.048,,Medium_SAF
1006,chr1,118400000,118600000,0.048,,Medium_SAF
1007,chr1,118400000,118600000,0.048,,Medium_SAF
1011,chr1,120200000,120400000,0.222,,High_SAF
1012,chr1,120200000,120400000,0.222,,High_SAF
1013,chr1,120200000,120400000,0.222,,High_SAF
