,chr,start,end,saf,gene_name,SAF_stratified_label
404,chr1,64000000,64200000,0.0955,,Medium_SAF
408,chr1,65800000,66000000,0.0105,,Low_SAF
409,chr1,65800000,66000000,0.0105,,Low_SAF
410,chr1,65800000,66000000,0.0105,,Low_SAF
414,chr1,66000000,66200000,0.01,,Low_SAF
415,chr1,66000000,66200000,0.01,,Low_SAF
416,chr1,66000000,66200000,0.01,,Low_SAF
420,chr1,66200000,66400000,0.0155,,Low_SAF
421,chr1,66200000,66400000,0.0155,,Low_SAF
422,chr1,66200000,66400000,0.0155,,Low_SAF
426,chr1,68600000,68800000,0.0025,,Low_SAF
427,chr1,68600000,68800000,0.0025,,Low_SAF
428,chr1,68600000,68800000,0.0025,,Low_SAF
432,chr1,68800000,69000000,0.0035,,Low_SAF
433,chr1,68800000,69000000,0.0035,,Low_SAF
434,chr1,68800000,69000000,0.0035,,Low_SAF
438,chr1,69200000,69400000,0.005,,Low_SAF
439,chr1,69200000,69400000,0.005,,Low_SAF
440,chr1,69200000,69400000,0.005,,Low_SAF
444,chr1,69600000,69800000,0.004,,Low_SAF
445,chr1,69600000,69800000,0.004,,Low_SAF
446,chr1,69600000,69800000,0.004,,Low_SAF
450,chr1,69800000,70000000,0.005,,Low_SAF
451,chr1,69800000,70000000,0.005,,Low_SAF
452,chr1,69800000,70000000,0.005,,Low_SAF
456,chr1,70000000,70200000,0.006,,Low_SAF
457,chr1,70000000,70200000,0.006,,Low_SAF
458,chr1,70000000,70200000,0.006,,Low_SAF
462,chr1,70600000,70800000,0.002,,Low_SAF
463,chr1,70600000,70800000,0.002,,Low_SAF
464,chr1,70600000,70800000,0.002,,Low_SAF
468,chr1,70800000,71000000,0.003,,Low_SAF
469,chr1,70800000,71000000,0.003,,Low_SAF
470,chr1,70800000,71000000,0.003,,Low_SAF
474,chr1,71200000,71400000,0.0045,,Low_SAF
475,chr1,71200000,71400000,0.0045,,Low_SAF
476,chr1,71200000,71400000,0.0045,,Low_SAF
480,chr1,71400000,71600000,0.0045,,Low_SAF
481,chr1,71400000,71600000,0.0045,,Low_SAF
482,chr1,71400000,71600000,0.0045,,Low_SAF
486,chr1,71600000,71800000,0.004,,Low_SAF
487,chr1,71600000,71800000,0.004,,Low_SAF
488,chr1,71600000,71800000,0.004,,Low_SAF
492,chr1,71800000,72000000,0.0025,,Low_SAF
493,chr1,71800000,72000000,0.0025,,Low_SAF
494,chr1,71800000,72000000,0.0025,,Low_SAF
498,chr1,72200000,72400000,0.0045,,Low_SAF
499,chr1,72200000,72400000,0.0045,,Low_SAF
500,chr1,72200000,72400000,0.0045,,Low_SAF
504,chr1,72400000,72600000,0.006,,Low_SAF
505,chr1,72400000,72600000,0.006,,Low_SAF
506,chr1,72400000,72600000,0.006,,Low_SAF
510,chr1,72600000,72800000,0.0055,,Low_SAF
511,chr1,72600000,72800000,0.0055,,Low_SAF
512,chr1,72600000,72800000,0.0055,,Low_SAF
516,chr1,72800000,73000000,0.005,,Low_SAF
517,chr1,72800000,73000000,0.005,,Low_SAF
518,chr1,72800000,73000000,0.005,,Low_SAF
522,chr1,73400000,73600000,0.0035,,Low_SAF
523,chr1,73400000,73600000,0.0035,,Low_SAF
524,chr1,73400000,73600000,0.0035,,Low_SAF
528,chr1,73600000,73800000,0.0055,,Low_SAF
529,chr1,73600000,73800000,0.0055,,Low_SAF
530,chr1,73600000,73800000,0.0055,,Low_SAF
534,chr1,73800000,74000000,0.002,,Low_SAF
535,chr1,73800000,74000000,0.002,,Low_SAF
536,chr1,73800000,74000000,0.002,,Low_SAF
540,chr1,74800000,75000000,0.0055,,Low_SAF
541,chr1,74800000,75000000,0.0055,,Low_SAF
542,chr1,74800000,75000000,0.0055,,Low_SAF
546,chr1,75200000,75400000,0.009,,Low_SAF
547,chr1,75200000,75400000,0.009,,Low_SAF
548,chr1,75200000,75400000,0.009,,Low_SAF
552,chr1,75400000,75600000,0.0065,,Low_SAF
553,chr1,75400000,75600000,0.0065,,Low_SAF
554,chr1,75400000,75600000,0.0065,,Low_SAF
558,chr1,76200000,76400000,0.021,,Low_SAF
559,chr1,76200000,76400000,0.021,,Low_SAF
560,chr1,76200000,76400000,0.021,,Low_SAF
564,chr1,76400000,76600000,0.0155,,Low_SAF
565,chr1,76400000,76600000,0.0155,,Low_SAF
566,chr1,76400000,76600000,0.0155,,Low_SAF
570,chr1,77000000,77200000,0.0225,,Low_SAF
571,chr1,77000000,77200000,0.0225,,Low_SAF
572,chr1,77000000,77200000,0.0225,,Low_SAF
576,chr1,78400000,78600000,0.0035,,Low_SAF
577,chr1,78400000,78600000,0.0035,,Low_SAF
578,chr1,78400000,78600000,0.0035,,Low_SAF
582,chr1,78800000,79000000,0.0045,,Low_SAF
583,chr1,78800000,79000000,0.0045,,Low_SAF
584,chr1,78800000,79000000,0.0045,,Low_SAF
588,chr1,79200000,79400000,0.005,,Low_SAF
589,chr1,79200000,79400000,0.005,,Low_SAF
590,chr1,79200000,79400000,0.005,,Low_SAF
594,chr1,79400000,79600000,0.006,,Low_SAF
595,chr1,79400000,79600000,0.006,,Low_SAF
596,chr1,79400000,79600000,0.006,,Low_SAF
600,chr1,79600000,79800000,0.0055,,Low_SAF
601,chr1,79600000,79800000,0.0055,,Low_SAF
602,chr1,79600000,79800000,0.0055,,Low_SAF
606,chr1,79800000,80000000,0.004,,Low_SAF
607,chr1,79800000,80000000,0.004,,Low_SAF
608,chr1,79800000,80000000,0.004,,Low_SAF
612,chr1,80000000,80200000,0.0055,,Low_SAF
613,chr1,80000000,80200000,0.0055,,Low_SAF
614,chr1,80000000,80200000,0.0055,,Low_SAF
618,chr1,80200000,80400000,0.0045,,Low_SAF
619,chr1,80200000,80400000,0.0045,,Low_SAF
620,chr1,80200000,80400000,0.0045,,Low_SAF
624,chr1,80600000,80800000,0.0075,,Low_SAF
625,chr1,80600000,80800000,0.0075,,Low_SAF
626,chr1,80600000,80800000,0.0075,,Low_SAF
630,chr1,80800000,81000000,0.0065,,Low_SAF
631,chr1,80800000,81000000,0.0065,,Low_SAF
632,chr1,80800000,81000000,0.0065,,Low_SAF
636,chr1,81000000,81200000,0.0115,,Low_SAF
637,chr1,81000000,81200000,0.0115,,Low_SAF
638,chr1,81000000,81200000,0.0115,,Low_SAF
642,chr1,81800000,82000000,0.022,,Low_SAF
643,chr1,81800000,82000000,0.022,,Low_SAF
644,chr1,81800000,82000000,0.022,,Low_SAF
651,chr1,82000000,82200000,0.0135,,Low_SAF
652,chr1,82000000,82200000,0.0135,,Low_SAF
653,chr1,82000000,82200000,0.0135,,Low_SAF
654,chr1,82000000,82200000,0.0135,,Low_SAF
655,chr1,82000000,82200000,0.0135,,Low_SAF
656,chr1,82000000,82200000,0.0135,,Low_SAF
660,chr1,82200000,82400000,0.0085,,Low_SAF
661,chr1,82200000,82400000,0.0085,,Low_SAF
662,chr1,82200000,82400000,0.0085,,Low_SAF
666,chr1,82400000,82600000,0.01,,Low_SAF
667,chr1,82400000,82600000,0.01,,Low_SAF
668,chr1,82400000,82600000,0.01,,Low_SAF
672,chr1,82600000,82800000,0.0105,,Low_SAF
673,chr1,82600000,82800000,0.0105,,Low_SAF
674,chr1,82600000,82800000,0.0105,,Low_SAF
678,chr1,82800000,83000000,0.0095,,Low_SAF
679,chr1,82800000,83000000,0.0095,,Low_SAF
680,chr1,82800000,83000000,0.0095,,Low_SAF
684,chr1,83600000,83800000,0.023,,Low_SAF
685,chr1,83600000,83800000,0.023,,Low_SAF
686,chr1,83600000,83800000,0.023,,Low_SAF
690,chr1,85800000,86000000,0.014,,Low_SAF
691,chr1,85800000,86000000,0.014,,Low_SAF
692,chr1,85800000,86000000,0.014,,Low_SAF
696,chr1,87400000,87600000,0.021,,Low_SAF
697,chr1,87400000,87600000,0.021,,Low_SAF
698,chr1,87400000,87600000,0.021,,Low_SAF
702,chr1,87600000,87800000,0.0155,,Low_SAF
703,chr1,87600000,87800000,0.0155,,Low_SAF
704,chr1,87600000,87800000,0.0155,,Low_SAF
708,chr1,87800000,88000000,0.022,,Low_SAF
709,chr1,87800000,88000000,0.022,,Low_SAF
710,chr1,87800000,88000000,0.022,,Low_SAF
714,chr1,88000000,88200000,0.014,,Low_SAF
715,chr1,88000000,88200000,0.014,,Low_SAF
716,chr1,88000000,88200000,0.014,,Low_SAF
720,chr1,88200000,88400000,0.0075,,Low_SAF
721,chr1,88200000,88400000,0.0075,,Low_SAF
722,chr1,88200000,88400000,0.0075,,Low_SAF
726,chr1,88400000,88600000,0.016,,Low_SAF
727,chr1,88400000,88600000,0.016,,Low_SAF
728,chr1,88400000,88600000,0.016,,Low_SAF
732,chr1,90000000,90200000,0.038,,Medium_SAF
733,chr1,90000000,90200000,0.038,,Medium_SAF
734,chr1,90000000,90200000,0.038,,Medium_SAF
738,chr1,90200000,90400000,0.0315,,Medium_SAF
739,chr1,90200000,90400000,0.0315,,Medium_SAF
740,chr1,90200000,90400000,0.0315,,Medium_SAF
744,chr1,90400000,90600000,0.036,,Medium_SAF
745,chr1,90400000,90600000,0.036,,Medium_SAF
746,chr1,90400000,90600000,0.036,,Medium_SAF
750,chr1,91000000,91200000,0.069,,Medium_SAF
751,chr1,91000000,91200000,0.069,,Medium_SAF
752,chr1,91000000,91200000,0.069,,Medium_SAF
756,chr1,91200000,91400000,0.049,,Medium_SAF
757,chr1,91200000,91400000,0.049,,Medium_SAF
758,chr1,91200000,91400000,0.049,,Medium_SAF
762,chr1,91600000,91800000,0.0755,,Medium_SAF
763,chr1,91600000,91800000,0.0755,,Medium_SAF
764,chr1,91600000,91800000,0.0755,,Medium_SAF
768,chr1,93600000,93800000,0.149,,Medium_SAF
769,chr1,93600000,93800000,0.149,,Medium_SAF
770,chr1,93600000,93800000,0.149,,Medium_SAF
774,chr1,95600000,95800000,0.0205,,Low_SAF
775,chr1,95600000,95800000,0.0205,,Low_SAF
776,chr1,95600000,95800000,0.0205,,Low_SAF
780,chr1,95800000,96000000,0.025,,Medium_SAF
781,chr1,95800000,96000000,0.025,,Medium_SAF
782,chr1,95800000,96000000,0.025,,Medium_SAF
786,chr1,96000000,96200000,0.022,,Low_SAF
787,chr1,96000000,96200000,0.022,,Low_SAF
788,chr1,96000000,96200000,0.022,,Low_SAF
792,chr1,96200000,96400000,0.024,,Medium_SAF
793,chr1,96200000,96400000,0.024,,Medium_SAF
794,chr1,96200000,96400000,0.024,,Medium_SAF
798,chr1,96800000,97000000,0.026,,Medium_SAF
799,chr1,96800000,97000000,0.026,,Medium_SAF
800,chr1,96800000,97000000,0.026,,Medium_SAF
804,chr1,97000000,97200000,0.016,,Low_SAF
805,chr1,97000000,97200000,0.016,,Low_SAF
806,chr1,97000000,97200000,0.016,,Low_SAF
810,chr1,97200000,97400000,0.0155,,Low_SAF
811,chr1,97200000,97400000,0.0155,,Low_SAF
812,chr1,97200000,97400000,0.0155,,Low_SAF
816,chr1,97600000,97800000,0.0175,,Low_SAF
817,chr1,97600000,97800000,0.0175,,Low_SAF
818,chr1,97600000,97800000,0.0175,,Low_SAF
822,chr1,98400000,98600000,0.016,,Low_SAF
823,chr1,98400000,98600000,0.016,,Low_SAF
824,chr1,98400000,98600000,0.016,,Low_SAF
828,chr1,98800000,99000000,0.0215,,Low_SAF
829,chr1,98800000,99000000,0.0215,,Low_SAF
830,chr1,98800000,99000000,0.0215,,Low_SAF
834,chr1,101400000,101600000,0.02,,Low_SAF
835,chr1,101400000,101600000,0.02,,Low_SAF
836,chr1,101400000,101600000,0.02,,Low_SAF
840,chr1,102000000,102200000,0.029,,Medium_SAF
841,chr1,102000000,102200000,0.029,,Medium_SAF
842,chr1,102000000,102200000,0.029,,Medium_SAF
846,chr1,102200000,102400000,0.0215,,Low_SAF
847,chr1,102200000,102400000,0.0215,,Low_SAF
848,chr1,102200000,102400000,0.0215,,Low_SAF
852,chr1,102400000,102600000,0.024,,Medium_SAF
853,chr1,102400000,102600000,0.024,,Medium_SAF
854,chr1,102400000,102600000,0.024,,Medium_SAF
858,chr1,102600000,102800000,0.0225,,Low_SAF
859,chr1,102600000,102800000,0.0225,,Low_SAF
860,chr1,102600000,102800000,0.0225,,Low_SAF
864,chr1,102800000,103000000,0.019,,Low_SAF
865,chr1,102800000,103000000,0.019,,Low_SAF
866,chr1,102800000,103000000,0.019,,Low_SAF
870,chr1,103200000,103400000,0.018,,Low_SAF
871,chr1,103200000,103400000,0.018,,Low_SAF
872,chr1,103200000,103400000,0.018,,Low_SAF
876,chr1,103800000,104000000,0.028,,Medium_SAF
877,chr1,103800000,104000000,0.028,,Medium_SAF
878,chr1,103800000,104000000,0.028,,Medium_SAF
882,chr1,104200000,104400000,0.031,,Medium_SAF
883,chr1,104200000,104400000,0.031,,Medium_SAF
884,chr1,104200000,104400000,0.031,,Medium_SAF
888,chr1,104400000,104600000,0.0245,,Medium_SAF
889,chr1,104400000,104600000,0.0245,,Medium_SAF
890,chr1,104400000,104600000,0.0245,,Medium_SAF
894,chr1,104600000,104800000,0.03,,Medium_SAF
895,chr1,104600000,104800000,0.03,,Medium_SAF
896,chr1,104600000,104800000,0.03,,Medium_SAF
900,chr1,104800000,105000000,0.0265,,Medium_SAF
901,chr1,104800000,105000000,0.0265,,Medium_SAF
902,chr1,104800000,105000000,0.0265,,Medium_SAF
906,chr1,105000000,105200000,0.0235,,Medium_SAF
907,chr1,105000000,105200000,0.0235,,Medium_SAF
908,chr1,105000000,105200000,0.0235,,Medium_SAF
912,chr1,105200000,105400000,0.026,,Medium_SAF
913,chr1,105200000,105400000,0.026,,Medium_SAF
914,chr1,105200000,105400000,0.026,,Medium_SAF
918,chr1,105400000,105600000,0.0355,,Medium_SAF
919,chr1,105400000,105600000,0.0355,,Medium_SAF
920,chr1,105400000,105600000,0.0355,,Medium_SAF
924,chr1,105800000,106000000,0.024,,Medium_SAF
925,chr1,105800000,106000000,0.024,,Medium_SAF
926,chr1,105800000,106000000,0.024,,Medium_SAF
930,chr1,106200000,106400000,0.0245,,Medium_SAF
931,chr1,106200000,106400000,0.0245,,Medium_SAF
932,chr1,106200000,106400000,0.0245,,Medium_SAF
936,chr1,106400000,106600000,0.0275,,Medium_SAF
937,chr1,106400000,106600000,0.0275,,Medium_SAF
938,chr1,106400000,106600000,0.0275,,Medium_SAF
942,chr1,106600000,106800000,0.0265,,Medium_SAF
943,chr1,106600000,106800000,0.0265,,Medium_SAF
944,chr1,106600000,106800000,0.0265,,Medium_SAF
948,chr1,106800000,107000000,0.022,,Low_SAF
949,chr1,106800000,107000000,0.022,,Low_SAF
950,chr1,106800000,107000000,0.022,,Low_SAF
954,chr1,107200000,107400000,0.0435,,Medium_SAF
955,chr1,107200000,107400000,0.0435,,Medium_SAF
956,chr1,107200000,107400000,0.0435,,Medium_SAF
960,chr1,107400000,107600000,0.047,,Medium_SAF
961,chr1,107400000,107600000,0.047,,Medium_SAF
962,chr1,107400000,107600000,0.047,,Medium_SAF
966,chr1,112000000,112200000,0.3645,,High_SAF
967,chr1,112000000,112200000,0.3645,,High_SAF
968,chr1,112000000,112200000,0.3645,,High_SAF
972,chr1,113400000,113600000,0.416,,High_SAF
973,chr1,113400000,113600000,0.416,,High_SAF
974,chr1,113400000,113600000,0.416,,High_SAF
978,chr1,114200000,114400000,0.302,,Medium_SAF
979,chr1,114200000,114400000,0.302,,Medium_SAF
980,chr1,114200000,114400000,0.302,,Medium_SAF
984,chr1,115400000,115600000,0.178,,Medium_SAF
985,chr1,115400000,115600000,0.178,,Medium_SAF
986,chr1,115400000,115600000,0.178,,Medium_SAF
990,chr1,117400000,117600000,0.1605,,Medium_SAF
991,chr1,117400000,117600000,0.1605,,Medium_SAF
992,chr1,117400000,117600000,0.1605,,Medium_SAF
996,chr1,118200000,118400000,0.0975,,Medium_SAF
997,chr1,118200000,118400000,0.0975,,Medium_SAF
998,chr1,118200000,118400000,0.0975,,Medium_SAF
1002,chr1,118400000,118600000,0.0905,,Medium_SAF
1003,chr1,118400000,118600000,0.0905,,Medium_SAF
1004,chr1,118400000,118600000,0.0905,,Medium_SAF
1008,chr1,120200000,120400000,0.1175,,Medium_SAF
1009,chr1,120200000,120400000,0.1175,,Medium_SAF
1010,chr1,120200000,120400000,0.1175,,Medium_SAF
1014,chr1,120400000,120600000,0.1485,,Medium_SAF
1015,chr1,120400000,120600000,0.1485,,Medium_SAF
1016,chr1,120400000,120600000,0.1485,,Medium_SAF
1020,chr1,121200000,121400000,0.1235,,Medium_SAF
1021,chr1,121200000,121400000,0.1235,,Medium_SAF
1022,chr1,121200000,121400000,0.1235,,Medium_SAF
1026,chr1,121600000,121800000,0.102,,Medium_SAF
1027,chr1,121600000,121800000,0.102,,Medium_SAF
1028,chr1,121600000,121800000,0.102,,Medium_SAF
1032,chr1,143400000,143600000,0.103,,Medium_SAF
1033,chr1,143400000,143600000,0.103,,Medium_SAF
1034,chr1,143400000,143600000,0.103,,Medium_SAF
